title,community,ApartmentTpye,perPrice,address,houseSize,down-payment,startYear,toward,pricePerMonth,houseTpye,floor,decorate,rightLimit,lift,houseAge,rightProperty,SingelHouse,detailUrl
首付10万，新河花园05年楼，正规3房，5楼，格局好靓,新河花园,3室2厅1卫,5659 元/m²,蓬江区－双龙广场－迎宾大道,88平方米,14.94万,2005年,南北,,普通住宅,中层(共8层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1653495234?from=filter&spread=commsearch_p&position=2719&kwtype=filter&now_time=1556449331
粤港澳大湾区。1号青年公寓  楼层 超值,1号青年公寓,1室1厅1卫,5517 元/m²,"鹤山市－中山路－人民东路,近利丰路",43.5平方米,7.20万,2014年,南,,普通住宅,高层(共21层),简单装修,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1665117730?from=filter&spread=commsearch_p&position=2720&kwtype=filter&now_time=1556449331
台山东方豪苑电梯洋房首付29万,东方豪苑,3室2厅2卫,6651 元/m²,台山市－台山城区－环市东路,129平方米,25.74万,2012年,南,,普通住宅,中层(共12层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1664133032?from=filter&spread=commsearch_p&position=2721&kwtype=filter&now_time=1556449331
嘉悦名都 65方 2房2厅 精装南向 全新少住 送家私电器,嘉悦名都,2室2厅1卫,5385 元/m²,鹤山市－中山路－东升路,65平方米,10.50万,2010年,南,,普通住宅,中层(共8层),精装修,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1637868442?from=filter&spread=commsearch_p&position=2722&kwtype=filter&now_time=1556449331
塔山路4号小区 39.8万 3室2厅1卫 精装修好楼层好位置,塔山路4号小区,3室2厅1卫,6123 元/m²,台山市－台山城区－塔山路4号,65平方米,11.94万,1995年,南北,,普通住宅,低层(共7层),精装修,70年,无,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1639762150?from=filter&spread=commsearch_p&position=2723&kwtype=filter&now_time=1556449331
嘉悦名都宽敞舒适复试~带精装修~赠送100方大平台~紫茶学位,嘉悦名都名校1号,4室2厅4卫,11556 元/m²,北新－北新区－丰乐路173号,180平方米,62.40万,2007年,南,,普通住宅,高层(共16层),豪华装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1653426085?from=filter&spread=commsearch_p&position=2724&kwtype=filter&now_time=1556449331
大湾区首付6万 0月供 带装修电梯住宅 包車接送 立即預約吧,奥园御山湖,1室0厅1卫,7436 元/m²,恩平市－恩平周边－泉林路1号,39平方米,8.70万,2019年,南,,普通住宅,中层(共27层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1596913321?from=filter&spread=commsearch_p&position=2725&kwtype=filter&now_time=1556449331
首付34万，南北对流3房，不靠路，位置安静,世纪花源,3室2厅2卫,10805 元/m²,蓬江区－中天国际－丰乐路139号,115.5平方米,37.44万,2008年,南北,,普通住宅,高层(共11层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1637206002?from=filter&spread=commsearch_p&position=2726&kwtype=filter&now_time=1556449331
蓬江银辉山庄 首付17万 就读紫茶小学 业主急换新房 价可谈,银辉山庄,3室2厅2卫,6071 元/m²,蓬江区－汽车总站－建设三路,90.6平方米,16.50万,2007年,南,,普通住宅,低层(共15层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1666761078?from=filter&spread=commsearch_p&position=2727&kwtype=filter&now_time=1556449331
首付39万，保利中宇花园朝南，总价120万，小区ZUI便宜,保利中汇花园,3室2厅2卫,13333 元/m²,蓬江区－滨江新区－天沙河路,90平方米,36.00万,2015年,南,,普通住宅,低层(共32层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1651508291?from=filter&spread=commsearch_p&position=2728&kwtype=filter&now_time=1556449331
鹤山 融创御府 满五 豪华装3房 可就近读城镇幼儿园,融创御府,3室2厅2卫,5515 元/m²,鹤山市－中山路－鹤城大道66号,90.7平方米,15.00万,2012年,南北,,普通住宅,低层(共6层),豪华装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1670136809?from=filter&spread=commsearch_p&position=2729&kwtype=filter&now_time=1556449331
低首付，6万买到，大两房，装修新，拧包入住，过户平,北秀苑,2室2厅1卫,3077 元/m²,鹤山市－中山路－中山路79号,65平方米,6.00万,1992年,南,,普通住宅,中层(共7层),豪华装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1655570733?from=filter&spread=commsearch_p&position=2730&kwtype=filter&now_time=1556449331
枢纽新城火热一手楼盘保利 ！企大品牌单价8字头带装修望江洋房,保利西海岸,4室2厅2卫,8947 元/m²,新会区－新会周边－同庆路18号,114平方米,30.60万,2017年,南,,普通住宅,中层(共33层),精装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1653055767?from=filter&spread=commsearch_p&position=2731&kwtype=filter&now_time=1556449331
台山知名成熟小区侨雅业主置换割爱出售78万体岩再倾 少住,侨雅花苑,3室2厅2卫,6724 元/m²,台山市－台山城区－白石路18号,116平方米,23.40万,2012年,南,,普通住宅,中层(共8层),精装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1637688131?from=filter&spread=commsearch_p&position=2732&kwtype=filter&now_time=1556449331
江海河南 江海一路2号小区 3室2厅2卫 91平米,江海一路2号小区,3室2厅2卫,4945 元/m²,江海区－中环广场－江海一路2号,91平方米,13.50万,2010年,南,,暂无,共1层,精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1666717222?from=filter&spread=commsearch_p&position=2733&kwtype=filter&now_time=1556449331
北园新村 55万 3室1厅1卫 普通装修超好的地段，住家舒适,北园新村,3室1厅1卫,6875 元/m²,新会区－人民会堂－圭峰路,80平方米,16.50万,1988年,南,,普通住宅,高层(共8层),简单装修,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1649810190?from=filter&spread=commsearch_p&position=2734&kwtype=filter&now_time=1556449331
四房来袭 海伦湾二期首付29万 红本在手契税满二 随时看房,海伦湾,4室2厅2卫,10400 元/m²,江海区－外海－江海五路,125平方米,39.00万,2016年,南北,,普通住宅,中层(共26层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1656569854?from=filter&spread=commsearch_p&position=2735&kwtype=filter&now_time=1556449331
全城*便碧桂园，有学位，赶紧抢,新会碧桂园,4室2厅2卫,10452 元/m²,新会区－新会周边－新港大道北1号,155平方米,48.60万,2011年,南北,,普通住宅,低层(共18层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1652391671?from=filter&spread=commsearch_p&position=2736&kwtype=filter&now_time=1556449331
位于北园市场附近的两房精装修业主诚心出售！,北园新村,2室1厅1卫,5444 元/m²,新会区－人民会堂－圭峰路,69.8平方米,11.40万,1990年,南,,普通住宅,高层(共8层),精装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1651660663?from=filter&spread=commsearch_p&position=2737&kwtype=filter&now_time=1556449331
租一层住一屋 旭涛华庭复式 商铺公寓总价 65万,旭涛华庭,3室2厅2卫,9222 元/m²,新会区－信合大厦－城北路36号,90平方米,24.90万,2016年,南北,,公寓,共4层,毛坯,50年,无,满二年,商住两用,是,https://jiangmen.anjuke.com/prop/view/A1647747682?from=filter&spread=commsearch_p&position=2738&kwtype=filter&now_time=1556449331
海逸华庭4房毛坯|单价低 带中心小学 楼层 南北对流,海逸华庭,3室2厅2卫,9880 元/m²,江海区－外海－临江路33号,129.6平方米,38.40万,2010年,南北,,普通住宅,中层(共18层),毛坯,满二年,否,https://jiangmen.anjuke.com/prop/view/A1630524504?from=filter&spread=commsearch_p&position=2739&kwtype=filter&now_time=1556449331
振兴二路小区 56.8万 3室2厅2卫 豪华装修，超格快出手,振兴二路小区,3室2厅2卫,5410 元/m²,新会区－信合大厦－振兴二路,105平方米,17.04万,2003年,南北,,普通住宅,中层(共8层),豪华装修,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1658463380?from=filter&spread=commsearch_p&position=2740&kwtype=filter&now_time=1556449331
南门上郎附近3房，2005年楼，没承伯公,环市中路57号小区,3室2厅2卫,5075 元/m²,台山市－台山城区－环市中路57号,106平方米,16.14万,2005年,南,,普通住宅,高层(共8层),简单装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1671347997?from=filter&spread=commsearch_p&position=2741&kwtype=filter&now_time=1556449331
只售59.8万，首付13万，兴华苑中层，对流三房送家电,兴华苑,3室2厅1卫,6250 元/m²,蓬江区－江华小学－东华一路,120平方米,22.50万,1997年,南,,普通住宅,高层(共8层),精装修,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1655407042?from=filter&spread=commsearch_p&position=2742&kwtype=filter&now_time=1556449331
奥园广场南向3房，全新装修，高层无遮挡，望江门全景！！,江门奥园广场,3室2厅2卫,13542 元/m²,北新－北新区－发展大道119号,96平方米,39.00万,2015年,南,,普通住宅,高层(共32层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1641935048?from=filter&spread=commsearch_p&position=2743&kwtype=filter&now_time=1556449331
外地可入户带江华，精装三房，业主便宜出售,东堤湾花园,3室1厅2卫,9942 元/m²,蓬江区－江华小学－堤东路93号,85.5平方米,25.50万,2006年,北,,普通住宅,低层(共9层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1661125077?from=filter&spread=commsearch_p&position=2744&kwtype=filter&now_time=1556449331
海伦湾 豪华装修3房带套间 高层景观 一线江景 物超所值,海伦湾,3室2厅2卫,12900 元/m²,江海区－外海－江海五路,100平方米,38.70万,2016年,南北,,普通住宅,高层(共32层),豪华装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1659528831?from=filter&spread=commsearch_p&position=2745&kwtype=filter&now_time=1556449331
蓬江陈白沙公园旁 首付15万买精装3房 交通便利 送家私急卖,五福街小区,3室2厅2卫,4717 元/m²,蓬江区－双龙广场－五福街,106平方米,15.00万,2005年,南,,普通住宅,中层(共7层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1663065076?from=filter&spread=commsearch_p&position=2746&kwtype=filter&now_time=1556449331
君汇熙庭1房1厅，单门独户，可以进户口，带学位，带装修出售,君汇熙庭,1室1厅1卫,11250 元/m²,江海区－滘头－永康路29号,40平方米,13.50万,2016年,北,,普通住宅,中层(共22层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1651989674?from=filter&spread=commsearch_p&position=2747&kwtype=filter&now_time=1556449331
新笋盘！新会市中心电梯洋房，带精装仅售7字头！！,中心南路小区,3室2厅2卫,6667 元/m²,新会区－信合大厦－中心南路,90平方米,18.00万,2019年,北,,普通住宅,中层(共30层),豪华装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1669245640?from=filter&spread=commsearch_p&position=2748&kwtype=filter&now_time=1556449331
对流通风采光好，装修保养好，可以立即住。,怡兴苑,3室2厅2卫,6239 元/m²,蓬江区－育德－乐美路,133平方米,24.90万,2001年,南北,,普通住宅,高层(共8层),精装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1669955226?from=filter&spread=commsearch_p&position=2749&kwtype=filter&now_time=1556449331
良化附近~边位~温馨3房~送全屋精美家私~,良化新村南,3室2厅1卫,6108 元/m²,蓬江区－良化新村－炮台北路,93平方米,17.04万,1991年,南北,,普通住宅,中层(共8层),精装修,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1647734258?from=filter&spread=commsearch_p&position=2750&kwtype=filter&now_time=1556449331
10万首付就可以拎包入住的精装3房，数量有限，还送全屋家私,龙华路17号小区,3室2厅2卫,4189 元/m²,台山市－台山城区－龙华路17号,95平方米,11.94万,2006年,南北,,普通住宅,高层(共8层),精装修,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1666645048?from=filter&spread=commsearch_p&position=2751&kwtype=filter&now_time=1556449331
博富南湖一号 ，电梯中层 望泳池 。,博富南湖一号,3室2厅2卫,12222 元/m²,新会区－新会周边－今洲路,90平方米,33.00万,2015年,南,,普通住宅,低层(共32层),毛坯,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1647719376?from=filter&spread=commsearch_p&position=2752&kwtype=filter&now_time=1556449331
骏景湾品峰旁  精装大三房  小区环境好  居住舒适,凤山水岸,3室2厅2卫,10976 元/m²,蓬江区－乐宜居－双龙大道68号,123平方米,40.50万,2007年,南,,普通住宅,中层(共18层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1652342094?from=filter&spread=commsearch_p&position=2753&kwtype=filter&now_time=1556449331
户型超靓！靓到怀疑人生,新会城市花园,3室2厅3卫,8475 元/m²,新会区－人民会堂－城北路48号,118平方米,30.00万,2012年,南,,普通住宅,中层(共8层),豪华装修,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1665115054?from=filter&spread=commsearch_p&position=2754&kwtype=filter&now_time=1556449331
市中心！中天国际三期 豪华装修 家私家电齐全 拎包入住！,中天国际花园,2室2厅1卫,14000 元/m²,蓬江区－中天国际－院士路72号,95平方米,39.90万,2011年,北,,普通住宅,中层(共24层),豪华装修,满二年,否,https://jiangmen.anjuke.com/prop/view/A1628235255?from=filter&spread=commsearch_p&position=2755&kwtype=filter&now_time=1556449331
莱茵华庭高层三房带套间 入读紫茶名校 全新装修 保养好,莱茵华庭,3室2厅2卫,14433 元/m²,北新－北新区－发展大道,97平方米,42.00万,2015年,南,,普通住宅,中层(共17层),精装修,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1648129206?from=filter&spread=commsearch_p&position=2756&kwtype=filter&now_time=1556449331
鹤山新华城 精装3房 名校学位 即买即入住！,鹤山新华城,3室2厅2卫,8163 元/m²,鹤山市－中山路－325国道,98平方米,24.00万,2013年,南,,普通住宅,中层(共25层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1665071779?from=filter&spread=commsearch_p&position=2757&kwtype=filter&now_time=1556449331
业主花20万豪华装修 拎包入住 过户费低！,金碧嘉园,3室2厅2卫,7653 元/m²,鹤山市－中山路－新城路,98平方米,22.50万,2015年,南,,普通住宅,低层(共22层),精装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1661511000?from=filter&spread=commsearch_p&position=2758&kwtype=filter&now_time=1556449331
峻廷湾 全新豪华装四房 南北对流 首付28万元 入读一小分校,峻廷湾,4室2厅2卫,7480 元/m²,鹤山市－中山路－新环路,127平方米,28.50万,2016年,南北,,普通住宅,低层(共33层),豪华装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1628521667?from=filter&spread=commsearch_p&position=2759&kwtype=filter&now_time=1556449331
首期10万！金朗花园低层3楼，2006年砖仔楼，南北对流2房,金朗花园,2室2厅1卫,6143 元/m²,蓬江区－杜阮－江杜东路,70平方米,12.90万,2006年,南北,,普通住宅,中层(共8层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1648394481?from=filter&spread=commsearch_p&position=2760&kwtype=filter&now_time=1556449331
精装修150平方米电梯4房2厅鹤山坚美园南北双阳台,碧桂园坚美园,4室2厅3卫,7933 元/m²,鹤山市－坚美广场－鹤山大道,150平方米,35.70万,2012年,南北,,普通住宅,高层(共16层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1657003259?from=filter&spread=commsearch_p&position=2761&kwtype=filter&now_time=1556449368
近市中心近学校市场近商场装修新净~停车方便~拧包入住售35,桥湖路152号小区,3室2厅2卫,4275 元/m²,台山市－台山城区－桥湖路152号,88.9平方米,11.40万,1994年,南,,普通住宅,低层(共8层),简单装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1642853385?from=filter&spread=commsearch_p&position=2762&kwtype=filter&now_time=1556449368
超低首期20万，性价比超高新会创新花园 62万3室2厅2卫,创新花园,3室2厅2卫,6526 元/m²,新会区－信合大厦－人民路42号,95平方米,18.60万,2010年,北,,普通住宅,低层(共8层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1671351313?from=filter&spread=commsearch_p&position=2763&kwtype=filter&now_time=1556449368
金辉阁 江门市第八中学旁边 附近有广场 满五红本 带车位,金辉阁,2室2厅1卫,5402 元/m²,蓬江区－地王广场－白沙大道西28号,83.3平方米,13.50万,2006年,南,,普通住宅,中层(共20层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1671864671?from=filter&spread=commsearch_p&position=2764&kwtype=filter&now_time=1556449368
松鹤广场 全新豪华装修 3房2厅 带空中花园,松鹤广场,3室2厅2卫,5556 元/m²,鹤山市－中山路－沙坪新环路,108平方米,18.00万,2013年,南北,,普通住宅,中层(共8层),豪华装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1638867313?from=filter&spread=commsearch_p&position=2765&kwtype=filter&now_time=1556449368
恩平锦江国际新城 首付15万 精装三房 周边配置成熟红本在手,锦江国际新城,3室2厅2卫,5202 元/m²,恩平市－飞鹅塘－锦江大道东8号,96.1平方米,15.00万,2012年,南,,普通住宅,高层(共25层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1658013390?from=filter&spread=commsearch_p&position=2766&kwtype=filter&now_time=1556449368
低首付！农林精装三房，前后对流，采光通风好！拎包入住！,农林新村,3室2厅1卫,5750 元/m²,蓬江区－五邑中医院－农林横路3号,80平方米,13.80万,1996年,南北,,普通住宅,中层(共8层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1622401625?from=filter&spread=commsearch_p&position=2767&kwtype=filter&now_time=1556449368
汇侨新城 业主少住 因移民 出售 景观超靓,汇侨新城,3室2厅2卫,10593 元/m²,新会区－新会周边－冈州大道西2号,118平方米,37.50万,2015年,南北,,普通住宅,高层(共11层),豪华装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1669942576?from=filter&spread=commsearch_p&position=2768&kwtype=filter&now_time=1556449368
侨兴北 6楼 110方 3房2厅 精装 楼龄新 68万开价,侨兴北路小区,3室2厅2卫,6182 元/m²,新会区－电大－侨兴北路,110平方米,20.40万,2010年,南北,,普通住宅,高层(共8层),精装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1655679983?from=filter&spread=commsearch_p&position=2769&kwtype=filter&now_time=1556449368
首付38万，锦富汇景湾，南北对流4房，湖景小区,锦富汇景湾,4室2厅2卫,12000 元/m²,蓬江区－滨江新区－华安路,125平方米,45.00万,2015年,南北,,普通住宅,高层(共32层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1652475890?from=filter&spread=commsearch_p&position=2770&kwtype=filter&now_time=1556449368
锦绣花园精装修三房两卫满五唯一低税费 也在出国急售,锦绣花园,3室2厅2卫,5678 元/m²,台山市－台山城区－沙岗湖路,118平方米,20.10万,2012年,南,,普通住宅,中层(共8层),精装修,70年,无,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1658881242?from=filter&spread=commsearch_p&position=2771&kwtype=filter&now_time=1556449368
九中学位 超大客厅 送80平方大阳台 业主急降5万 诚意出售,兴华苑,3室2厅4卫,7815 元/m²,蓬江区－江华小学－东华一路,121.6平方米,28.50万,2003年,南北,,普通住宅,中层(共7层),精装修,70年,无,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1650364198?from=filter&spread=commsearch_p&position=2772&kwtype=filter&now_time=1556449368
业主急售此价只卖三日！09年罕有黄 金二楼！精装两房送大阳台,恒和苑,2室2厅2卫,7244 元/m²,蓬江区－杜阮－芝山大道,82.8平方米,18.00万,2009年,南,,普通住宅,低层(共8层),精装修,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1651491379?from=filter&spread=commsearch_p&position=2773&kwtype=filter&now_time=1556449368
江北路正规二房35万，不靠路，前后无遮挡，业主诚心出售,良化新村东,2室1厅1卫,5143 元/m²,蓬江区－良化新村－良化大道,70平方米,10.80万,1991年,南,,普通住宅,高层(共8层),简单装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1672099386?from=filter&spread=commsearch_p&position=2774&kwtype=filter&now_time=1556449368
低首付，6万买到，大两房，装修新，拧包入住，过户平,北秀苑,2室2厅1卫,3077 元/m²,鹤山市－中山路－中山路79号,65平方米,6.00万,1992年,南,,普通住宅,中层(共7层),豪华装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1655570733?from=filter&spread=commsearch_p&position=2775&kwtype=filter&now_time=1556449368
十里方圆豪装别墅 全新未入住  大花园,十里方圆(别墅),5室2厅4卫,15282 元/m²,鹤山市－中山路－大雁山风景区西麓,301平方米,138.00万,2010年,北,,别墅,共3层,豪华装修,满五年,是,https://jiangmen.anjuke.com/prop/view/A1597301528?from=filter&spread=commsearch_p&position=2776&kwtype=filter&now_time=1556449368
16年小区全新精装3房带套间 朝南望泳池无敌田园 首付25万,金域华府,3室2厅2卫,10142 元/m²,蓬江区－杜阮－江杜东路185号,91.7平方米,27.90万,2016年,南,,普通住宅,中层(共18层),精装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1638404685?from=filter&spread=commsearch_p&position=2777&kwtype=filter&now_time=1556449368
金都花园，首付只需15万，农林实验学位，01年楼龄，正规3房,金都花园,3室2厅1卫,5856 元/m²,蓬江区－双龙广场－天宁路,111平方米,19.50万,2001年,南北,,普通住宅,中层(共8层),精装修,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1665926866?from=filter&spread=commsearch_p&position=2778&kwtype=filter&now_time=1556449368
嘉悦名都低层大2房 94.8平方米 业主诚意出售 拎包入住,嘉悦名都,2室2厅1卫,7331 元/m²,鹤山市－中山路－东升路,94.8平方米,20.85万,2008年,东,,普通住宅,低层(共8层),简单装修,70年,无,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1670844770?from=filter&spread=commsearch_p&position=2779&kwtype=filter&now_time=1556449368
经纬花园东苑 3房南北对流 配套设施齐全,经纬花园东苑,3室2厅1卫,6704 元/m²,鹤山市－中山路－前进南路,89.5平方米,18.00万,2006年,南,,普通住宅,高层(共7层),精装修,70年,无,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1645444296?from=filter&spread=commsearch_p&position=2780&kwtype=filter&now_time=1556449368
幸福新村新装修 农林小学实验中学 送部分家私拎包入住,幸福新村,3室2厅1卫,6024 元/m²,蓬江区－五邑中医院－胜利路,83平方米,15.00万,1996年,南北,,普通住宅,高层(共8层),精装修,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1615194992?from=filter&spread=commsearch_p&position=2781&kwtype=filter&now_time=1556449368
笋盘出售 新会雅景阳光城 总价超低 8字头 电梯洋房 来了喂,雅景阳光城,3室2厅1卫,8190 元/m²,新会区－新会周边－今源路6号,100平方米,24.57万,2015年,南北,,普通住宅,中层(共18层),精装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1668102588?from=filter&spread=commsearch_p&position=2782&kwtype=filter&now_time=1556449368
碧桂园电梯高层2房，首付只需13万，新装修送家电够2年税低,碧桂园公园1号,2室2厅1卫,7000 元/m²,鹤山市－中山路－鹤山大道,70平方米,14.70万,2015年,南,,普通住宅,中层(共30层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1656544437?from=filter&spread=commsearch_p&position=2783&kwtype=filter&now_time=1556449368
首付22万！买电梯精装高层！单价1110元平方！仅此一套！,奕聪花园,2室2厅1卫,11169 元/m²,江海区－外海－金瓯路,77平方米,25.80万,2014年,南,,普通住宅,中层(共28层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1672004968?from=filter&spread=commsearch_p&position=2784&kwtype=filter&now_time=1556449368
哇，嫩马赛克哇，靓女业主换电梯楼，忍痛割爱，仅售30多呢万！,人和东路19号小区,3室2厅2卫,3625 元/m²,开平市－南岛－人和东路19号,93.3平方米,10.14万,2005年,南北,,普通住宅,中层(共7层),豪华装修,70年,无,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1660606180?from=filter&spread=commsearch_p&position=2785&kwtype=filter&now_time=1556449368
首付15万 南北通透 户型方正 周边配套成熟 带车位 急售,江海三路92号小区,3室2厅2卫,4767 元/m²,江海区－中环广场－江海三路92号,94.4平方米,13.50万,2012年,东南,,普通住宅,中层(共26层),豪华装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1646617028?from=filter&spread=commsearch_p&position=2786&kwtype=filter&now_time=1556449368
步梯的价买电梯房五邑城精装3房，范罗岗学位仅售73.8,五邑城,3室2厅1卫,7935 元/m²,蓬江区－地王广场－胜利路31号,93平方米,22.14万,1999年,南北,,普通住宅,低层(共33层),精装修,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1666377149?from=filter&spread=commsearch_p&position=2787&kwtype=filter&now_time=1556449368
首付20万，单价8300，低于市场价20万，学位未用,星河花园,3室2厅2卫,7832 元/m²,蓬江区－双龙广场－双龙大道51号,143平方米,33.60万,2006年,南北,,普通住宅,低层(共11层),毛坯,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1644500004?from=filter&spread=commsearch_p&position=2788&kwtype=filter&now_time=1556449368
低于市场价10万 红本在手 精装2房 可做高评 周边配套成熟,龙环里,2室2厅1卫,5128 元/m²,蓬江区－江华小学－江华二路49号,78平方米,12.00万,2010年,南,,普通住宅,中层(共32层),精装修,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1664124904?from=filter&spread=commsearch_p&position=2789&kwtype=filter&now_time=1556449368
江海碧桂园精装3房送全家私电拎业主急售 拎包入住带学位,江海碧桂园,3室2厅1卫,10976 元/m²,江海区－滘头－仁美里103号,82平方米,27.00万,2015年,南,,普通住宅,高层(共31层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1664308523?from=filter&spread=commsearch_p&position=2790&kwtype=filter&now_time=1556449368
春华苑 90平方 3房 不靠路 南北对流 边楼 采光极好,春华苑,3室2厅1卫,5667 元/m²,蓬江区－双龙广场－胜利北路,90平方米,15.30万,1998年,南北,,普通住宅,高层(共8层),简单装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1653588814?from=filter&spread=commsearch_p&position=2791&kwtype=filter&now_time=1556449368
实验小学学位田心路3楼3室90平方48万,田心路4号小区,3室2厅1卫,5333 元/m²,新会区－新会周边－田心路4号,90平方米,14.40万,2009年,南北,,普通住宅,中层(共8层),豪华装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1657180338?from=filter&spread=commsearch_p&position=2792&kwtype=filter&now_time=1556449368
东门 东郊路 3房 120平米 精装,东郊路11号小区,3室2厅2卫,4650 元/m²,台山市－台山城区－东郊路11号,120平方米,16.74万,2000年,南北,,普通住宅,低层(共8层),精装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1670008502?from=filter&spread=commsearch_p&position=2793&kwtype=filter&now_time=1556449368
